,0,Bike,Bike Log for Black Schwinn,Cost,DateSec,Maintenance/ Comment,Mileage,CumulativeMileage
2015-10-16,653,redTrek,,,1444953600.0,Cap city loop: 70 min,20.0,1679.35
2015-10-17,654,,,,,,0.0,1679.35
2015-10-18,655,redTrek,,,1445126400.0,,31.4,1710.75
2015-10-19,656,,,,,,0.0,1710.75
2015-10-20,657,,,,,,0.0,1710.75
2015-10-21,658,,,,,,0.0,1710.75
2015-10-22,659,redTrek,,,1445472000.0,Cap city loop: 69 min,20.0,1730.75
2015-10-23,660,,,,,,0.0,1730.75
2015-10-24,661,,,,,,0.0,1730.75
2015-10-25,662,redTrek,,,1445731200.0,Cap city loop: 70 min,20.0,1750.75
2015-10-26,663,,,,,,0.0,1750.75
2015-10-27,664,,,,,,0.0,1750.75
2015-10-28,665,,,,,,0.0,1750.75
2015-10-29,666,,,,,,0.0,1750.75
2015-10-30,667,,,,,,0.0,1750.75
2015-10-31,668,fuji,,,1446249600.0,,6.0,1756.75
2015-11-01,669,blueTrek,,400.0,1446336000.0,Received bike,0.0,1756.75
2015-11-01,669,redTrek,,,1446336000.0,,34.0,1790.75
2015-11-02,670,,,,,,0.0,1790.75
2015-11-03,671,redTrek,,,1446508800.0,Cap city loop: 75 min,20.0,1810.75
2015-11-04,672,fuji,,,1446595200.0,,8.0,1818.75
2015-11-05,673,fuji,,,1446681600.0,,5.5,1824.25
2015-11-06,674,,,,,,0.0,1824.25
2015-11-07,675,,,,,,0.0,1824.25
2015-11-08,676,,,,,,0.0,1824.25
2015-11-09,677,,,,,,0.0,1824.25
2015-11-10,678,,,,,,0.0,1824.25
2015-11-11,679,fuji,,,1447200000.0,,6.0,1830.25
2015-11-12,680,fuji,,,1447286400.0,,6.0,1836.25
2015-11-13,681,,,,,,0.0,1836.25
2015-11-14,682,fuji,,,1447459200.0,,3.0,1839.25
2015-11-15,683,redTrek,,,1447545600.0,Cap city loop: 80 min,20.0,1859.25
2015-11-16,684,,,,,,0.0,1859.25
2015-11-17,685,,,,,,0.0,1859.25
2015-11-18,686,,,,,,0.0,1859.25
2015-11-19,687,,,,,,0.0,1859.25
2015-11-20,688,,,,,,0.0,1859.25
2015-11-21,689,,,,,,0.0,1859.25
2015-11-22,690,,,,,,0.0,1859.25
2015-11-23,691,,,,,,0.0,1859.25
2015-11-24,692,,,,,,0.0,1859.25
2015-11-25,693,,,,,,0.0,1859.25
2015-11-26,694,,,,,,0.0,1859.25
2015-11-27,695,,,,,,0.0,1859.25
2015-11-28,696,,,,,,0.0,1859.25
2015-11-29,697,,,,,,0.0,1859.25
2015-11-30,698,,,,,,0.0,1859.25
2015-12-01,699,,,,,,0.0,1859.25
2015-12-02,700,,,,,,0.0,1859.25
2015-12-03,701,,,,,,0.0,1859.25
2015-12-04,702,,,,,,0.0,1859.25
2015-12-05,703,,,,,,0.0,1859.25
2015-12-06,704,,,,,,0.0,1859.25
2015-12-07,705,,,,,,0.0,1859.25
2015-12-08,706,,,,,,0.0,1859.25
2015-12-09,707,,,,,,0.0,1859.25
2015-12-10,708,,,,,,0.0,1859.25
2015-12-11,709,,,,,,0.0,1859.25
2015-12-12,710,,,,,,0.0,1859.25
2015-12-13,711,,,,,,0.0,1859.25
2015-12-14,712,,,,,,0.0,1859.25
2015-12-15,713,,,,,,0.0,1859.25
2015-12-16,714,,,,,,0.0,1859.25
2015-12-17,715,,,,,,0.0,1859.25
2015-12-18,716,,,,,,0.0,1859.25
2015-12-19,717,,,,,,0.0,1859.25
2015-12-20,718,,,,,,0.0,1859.25
2015-12-21,719,,,,,,0.0,1859.25
2015-12-22,720,,,,,,0.0,1859.25
2015-12-23,721,,,,,,0.0,1859.25
2015-12-24,722,,,,,,0.0,1859.25
2015-12-25,723,,,,,,0.0,1859.25
2015-12-26,724,,,,,,0.0,1859.25
2015-12-27,725,,,,,,0.0,1859.25
2015-12-28,726,,,,,,0.0,1859.25
2015-12-29,727,,,,,,0.0,1859.25
2015-12-30,728,,,,,,0.0,1859.25
2015-12-31,729,,,,,,0.0,1859.25
2016-01-01,730,,,,,,0.0,0.0
2016-01-02,731,,,,,,0.0,0.0
2016-01-03,732,,,,,,0.0,0.0
2016-01-04,733,,,,,,0.0,0.0
2016-01-05,734,,,,,,0.0,0.0
2016-01-06,735,,,,,,0.0,0.0
2016-01-07,736,,,,,,0.0,0.0
2016-01-08,737,,,,,,0.0,0.0
2016-01-09,738,,,,,,0.0,0.0
2016-01-10,739,,,,,,0.0,0.0
2016-01-11,740,,,,,,0.0,0.0
2016-01-12,741,,,,,,0.0,0.0
2016-01-13,742,,,,,,0.0,0.0
2016-01-14,743,,,,,,0.0,0.0
2016-01-15,744,,,,,,0.0,0.0
2016-01-16,745,,,,,,0.0,0.0
2016-01-17,746,,,,,,0.0,0.0
2016-01-18,747,,,,,,0.0,0.0
2016-01-19,748,,,,,,0.0,0.0
2016-01-20,749,,,,,,0.0,0.0
2016-01-21,750,,,,,,0.0,0.0
2016-01-22,751,,,,,,0.0,0.0
2016-01-23,752,,,,,,0.0,0.0
2016-01-24,753,,,,,,0.0,0.0
2016-01-25,754,,,,,,0.0,0.0
2016-01-26,755,,,,,,0.0,0.0
2016-01-27,756,,,,,,0.0,0.0
2016-01-28,757,,,,,,0.0,0.0
2016-01-29,758,,,,,,0.0,0.0
2016-01-30,759,,,,,,0.0,0.0
2016-01-31,760,,,,,,0.0,0.0
2016-02-01,761,,,,,,0.0,0.0
2016-02-02,762,,,,,,0.0,0.0
2016-02-03,763,,,,,,0.0,0.0
2016-02-04,764,,,,,,0.0,0.0
2016-02-05,765,,,,,,0.0,0.0
2016-02-06,766,,,,,,0.0,0.0
2016-02-07,767,,,,,,0.0,0.0
2016-02-08,768,,,,,,0.0,0.0
2016-02-09,769,,,,,,0.0,0.0
2016-02-10,770,,,,,,0.0,0.0
2016-02-11,771,,,,,,0.0,0.0
2016-02-12,772,,,,,,0.0,0.0
2016-02-13,773,,,,,,0.0,0.0
2016-02-14,774,,,,,,0.0,0.0
2016-02-15,775,,,,,,0.0,0.0
2016-02-16,776,,,,,,0.0,0.0
2016-02-17,777,,,,,,0.0,0.0
2016-02-18,778,,,,,,0.0,0.0
2016-02-19,779,,,,,,0.0,0.0
2016-02-20,780,fuji,,,1455926400.0,,18.0,18.0
2016-02-21,781,,,,,,0.0,18.0
2016-02-22,782,,,,,,0.0,18.0
2016-02-23,783,,,,,,0.0,18.0
2016-02-24,784,,,,,,0.0,18.0
2016-02-25,785,,,,,,0.0,18.0
2016-02-26,786,,,,,,0.0,18.0
2016-02-27,787,fuji,,,1456531200.0,,7.0,25.0
2016-02-28,788,fuji,,,1456617600.0,,20.0,45.0
2016-02-29,789,,,,,,0.0,45.0
2016-03-01,790,,,,,,0.0,45.0
2016-03-02,791,,,,,,0.0,45.0
2016-03-03,792,,,,,,0.0,45.0
2016-03-04,793,fuji,,,1457049600.0,,5.0,50.0
2016-03-05,794,,,,,,0.0,50.0
2016-03-06,795,fuji,,,1457222400.0,,16.0,66.0
2016-03-07,796,,,,,,0.0,66.0
2016-03-08,797,,,,,,0.0,66.0
2016-03-09,798,,,,,,0.0,66.0
2016-03-10,799,,,,,,0.0,66.0
2016-03-11,800,,,,,,0.0,66.0
2016-03-12,801,fuji,,,1457740800.0,,20.0,86.0
2016-03-13,802,,,,,,0.0,86.0
2016-03-14,803,fuji,,,1457913600.0,,20.0,106.0
2016-03-15,804,,,,,,0.0,106.0
2016-03-16,805,,,,,,0.0,106.0
2016-03-17,806,,,,,,0.0,106.0
2016-03-18,807,blueTrek,,,1458259200.0,,22.0,128.0
2016-03-19,808,fuji,,,1458345600.0,,5.0,133.0
2016-03-20,809,,,,,,0.0,133.0
2016-03-21,810,,,,,,0.0,133.0
2016-03-22,811,,,,,,0.0,133.0
2016-03-23,812,,,,,,0.0,133.0
2016-03-24,813,fuji,,,1458777600.0,,4.0,137.0
2016-03-25,814,,,,,,0.0,137.0
2016-03-26,815,takara,,30.0,1458950400.0,Bought bike,1.5,138.5
2016-03-27,816,takara,,5.0,1459036800.0,Flat tire,3.0,141.5
2016-03-28,817,blueTrek,,,1459123200.0,,20.0,161.5
2016-03-29,818,,,,,,0.0,161.5
2016-03-30,819,,,,,,0.0,161.5
2016-03-31,820,takara,,,1459382400.0,,2.0,163.5
2016-04-01,821,blueTrek,,,1459468800.0,,20.0,183.5
2016-04-01,821,takara,,,1459468800.0,,8.0,191.5
2016-04-02,822,,,,,,0.0,191.5
2016-04-03,823,blueTrek,,,1459641600.0,,20.0,211.5
2016-04-04,824,takara,,,1459728000.0,,2.0,213.5
2016-04-05,825,takara,,,1459814400.0,,2.0,215.5
2016-04-06,826,takara,,,1459900800.0,,4.0,219.5
2016-04-07,827,takara,,,1459987200.0,,5.0,224.5
2016-04-08,828,takara,,,1460073600.0,,2.0,226.5
2016-04-09,829,,,,,,0.0,226.5
2016-04-10,830,blueTrek,,,1460246400.0,,35.0,261.5
2016-04-11,831,takara,,,1460332800.0,,2.0,263.5
2016-04-12,832,takara,,,1460419200.0,,2.0,265.5
2016-04-13,833,takara,,,1460505600.0,,3.0,268.5
2016-04-14,834,takara,,,1460592000.0,,2.0,270.5
2016-04-14,834,redTrek,,,1460592000.0,,22.0,292.5
2016-04-15,835,takara,,,1460678400.0,,2.0,294.5
2016-04-16,836,,,,,,0.0,294.5
2016-04-17,837,redTrek,,,1460851200.0,,33.0,327.5
2016-04-17,837,takara,,,1460851200.0,,2.0,329.5
2016-04-18,838,takara,,,1460937600.0,,2.0,331.5
2016-04-19,839,takara,,,1461024000.0,,1.0,332.5
2016-04-20,840,takara,,,1461110400.0,,1.0,333.5
2016-04-21,841,takara,,,1461196800.0,,4.0,337.5
2016-04-22,842,takara,,,1461283200.0,,2.0,339.5
2016-04-23,843,redTrek,,,1461369600.0,,21.0,360.5
2016-04-24,844,,,,,,0.0,360.5
2016-04-25,845,redTrek,,,1461542400.0,,20.0,380.5
2016-04-25,845,takara,,,1461542400.0,,2.0,382.5
2016-04-26,846,takara,,,1461628800.0,,2.0,384.5
2016-04-27,847,takara,,,1461715200.0,,2.0,386.5
2016-04-28,848,takara,,,1461801600.0,,2.0,388.5
2016-04-29,849,takara,,,1461888000.0,,3.0,391.5
2016-04-30,850,,,,,,0.0,391.5
2016-05-01,851,blueTrek,,,1462060800.0,,6.0,397.5
2016-05-02,852,redTrek,,,1462147200.0,,32.5,430.0
2016-05-02,852,takara,,,1462147200.0,,2.0,432.0
2016-05-03,853,takara,,,1462233600.0,,2.0,434.0
2016-05-04,854,redTrek,,,1462320000.0,,20.0,454.0
2016-05-04,854,takara,,,1462320000.0,,2.0,456.0
2016-05-05,855,takara,,,1462406400.0,,2.0,458.0
2016-05-06,856,takara,,,1462492800.0,,5.0,463.0
2016-05-06,856,redTrek,,,1462492800.0,,24.0,487.0
2016-05-07,857,,,,,,0.0,487.0
2016-05-08,858,,,,,,0.0,487.0
2016-05-09,859,,,,,,0.0,487.0
2016-05-10,860,,,,,,0.0,487.0
2016-05-11,861,redTrek,,6.75,1462924800.0,Broken spoke and popped  tube,31.0,518.0
2016-05-11,861,takara,,,1462924800.0,,2.0,520.0
2016-05-12,862,takara,,,1463011200.0,,2.0,522.0
2016-05-13,863,,,,,,0.0,522.0
2016-05-14,864,,,,,,0.0,522.0
2016-05-15,865,,,,,,0.0,522.0
2016-05-16,866,blueTrek,,,1463356800.0,,20.0,542.0
2016-05-16,866,takara,,,1463356800.0,,2.0,544.0
2016-05-17,867,takara,,,1463443200.0,,2.0,546.0
2016-05-18,868,takara,,,1463529600.0,,7.0,553.0
2016-05-19,869,takara,,,1463616000.0,,2.0,555.0
2016-05-20,870,takara,,,1463702400.0,,2.0,557.0
2016-05-21,871,redTrek,,,1463788800.0,,34.0,591.0
2016-05-22,872,,,,,,0.0,591.0
2016-05-23,873,redTrek,,,1463961600.0,,21.5,612.5
2016-05-23,873,takara,,,1463961600.0,,2.0,614.5
2016-05-24,874,fuji,,,1464048000.0,,6.0,620.5
2016-05-24,874,takara,,,1464048000.0,,2.0,622.5
2016-05-25,875,takara,,,1464134400.0,,2.0,624.5
2016-05-26,876,takara,,,1464220800.0,,2.0,626.5
2016-05-27,877,redTrek,,,1464307200.0,,19.0,645.5
2016-05-27,877,takara,,,1464307200.0,,2.0,647.5
2016-05-28,878,,,,,,0.0,647.5
2016-05-29,879,redTrek,,,1464480000.0,,32.0,679.5
2016-05-30,880,takara,,,1464566400.0,,2.0,681.5
2016-05-31,881,,,,,,0.0,681.5
2016-06-01,882,takara,,,1464739200.0,,2.0,683.5
2016-06-02,883,,,,,,0.0,683.5
2016-06-03,884,takara,,,1464912000.0,,2.0,685.5
2016-06-04,885,redTrek,,,1464998400.0,,63.0,748.5
2016-06-05,886,,,,,,0.0,748.5
2016-06-06,887,,,,,,0.0,748.5
2016-06-07,888,takara,,,1465257600.0,,2.0,750.5
2016-06-08,889,takara,,,1465344000.0,,8.0,758.5
2016-06-09,890,takara,,,1465430400.0,,2.0,760.5
2016-06-10,891,takara,,,1465516800.0,,2.0,762.5
2016-06-11,892,redTrek,,,1465603200.0,,21.0,783.5
2016-06-12,893,,,,,,0.0,783.5
2016-06-13,894,,,,,,0.0,783.5
2016-06-14,895,,,,,,0.0,783.5
2016-06-15,896,fuji,,,1465948800.0,,20.0,803.5
2016-06-16,897,,,,,,0.0,803.5
2016-06-17,898,,,,,,0.0,803.5
2016-06-18,899,redTrek,,,1466208000.0,,19.0,822.5
2016-06-19,900,,,,,,0.0,822.5
2016-06-20,901,,,,,,0.0,822.5
2016-06-21,902,,,,,,0.0,822.5
2016-06-22,903,,,,,,0.0,822.5
2016-06-23,904,,,,,,0.0,822.5
2016-06-24,905,,,,,,0.0,822.5
2016-06-25,906,,,,,,0.0,822.5
2016-06-26,907,,,,,,0.0,822.5
2016-06-27,908,,,,,,0.0,822.5
2016-06-28,909,,,,,,0.0,822.5
2016-06-29,910,,,,,,0.0,822.5
2016-06-30,911,,,,,,0.0,822.5
2016-07-01,912,,,,,,0.0,822.5
2016-07-02,913,,,,,,0.0,822.5
2016-07-03,914,redTrek,,,1467504000.0,,19.0,841.5
2016-07-04,915,,,,,,0.0,841.5
2016-07-05,916,,,,,,0.0,841.5
2016-07-06,917,,,,,,0.0,841.5
2016-07-07,918,redTrek,,,1467849600.0,Flat tires,17.0,858.5
2016-07-08,919,,,,,,0.0,858.5
2016-07-09,920,,,,,,0.0,858.5
2016-07-10,921,,,,,,0.0,858.5
2016-07-11,922,,,,,,0.0,858.5
2016-07-12,923,,,,,,0.0,858.5
2016-07-13,924,,,,,,0.0,858.5
2016-07-14,925,,,,,,0.0,858.5
2016-07-15,926,,,,,,0.0,858.5
2016-07-16,927,blueTrek,,25.0,1468627200.0,new handle bars and stem,0.0,858.5
2016-07-17,928,,,,,,0.0,858.5
2016-07-18,929,,,,,,0.0,858.5
2016-07-19,930,,,,,,0.0,858.5
2016-07-20,931,blueTrek,,,1468972800.0,,18.0,876.5
2016-07-21,932,,,,,,0.0,876.5
2016-07-22,933,,,,,,0.0,876.5
2016-07-23,934,,,,,,0.0,876.5
2016-07-24,935,,,,,,0.0,876.5
2016-07-25,936,,,,,,0.0,876.5
2016-07-26,937,,,,,,0.0,876.5
2016-07-27,938,,,,,,0.0,876.5
2016-07-28,939,,,,,,0.0,876.5
2016-07-29,940,,,,,,0.0,876.5
2016-07-30,941,,,,,,0.0,876.5
2016-07-31,942,,,,,,0.0,876.5
2016-08-01,943,,,,,,0.0,876.5
2016-08-02,944,,,,,,0.0,876.5
2016-08-03,945,,,,,,0.0,876.5
2016-08-04,946,,,,,,0.0,876.5
2016-08-05,947,,,,,,0.0,876.5
2016-08-06,948,,,,,,0.0,876.5
2016-08-07,949,,,,,,0.0,876.5
2016-08-08,950,,,,,,0.0,876.5
2016-08-09,951,,,,,,0.0,876.5
2016-08-10,952,,,,,,0.0,876.5
2016-08-11,953,,,,,,0.0,876.5
2016-08-12,954,,,,,,0.0,876.5
2016-08-13,955,,,,,,0.0,876.5
2016-08-14,956,,,,,,0.0,876.5
2016-08-15,957,,,,,,0.0,876.5
2016-08-16,958,,,,,,0.0,876.5
2016-08-17,959,,,,,,0.0,876.5
2016-08-18,960,,,,,,0.0,876.5
2016-08-19,961,,,,,,0.0,876.5
2016-08-20,962,,,,,,0.0,876.5
2016-08-21,963,,,,,,0.0,876.5
2016-08-22,964,,,,,,0.0,876.5
2016-08-23,965,,,,,,0.0,876.5
2016-08-24,966,,,,,,0.0,876.5
2016-08-25,967,,,,,,0.0,876.5
2016-08-26,968,,,,,,0.0,876.5
2016-08-27,969,,,,,,0.0,876.5
2016-08-28,970,,,,,,0.0,876.5
2016-08-29,971,,,,,,0.0,876.5
2016-08-30,972,,,,,,0.0,876.5
2016-08-31,973,,,,,,0.0,876.5
2016-09-01,974,,,,,,0.0,876.5
2016-09-02,975,,,,,,0.0,876.5
2016-09-03,976,,,,,,0.0,876.5
2016-09-04,977,,,,,,0.0,876.5
2016-09-05,978,,,,,,0.0,876.5
2016-09-06,979,,,,,,0.0,876.5
2016-09-07,980,,,,,,0.0,876.5
2016-09-08,981,,,,,,0.0,876.5
2016-09-09,982,,,,,,0.0,876.5
2016-09-10,983,,,,,,0.0,876.5
2016-09-11,984,,,,,,0.0,876.5
2016-09-12,985,,,,,,0.0,876.5
2016-09-13,986,,,,,,0.0,876.5
2016-09-14,987,,,,,,0.0,876.5
2016-09-15,988,,,,,,0.0,876.5
2016-09-16,989,,,,,,0.0,876.5
2016-09-17,990,,,,,,0.0,876.5
2016-09-18,991,,,,,,0.0,876.5
2016-09-19,992,,,,,,0.0,876.5
2016-09-20,993,,,,,,0.0,876.5
2016-09-21,994,,,,,,0.0,876.5
2016-09-22,995,,,,,,0.0,876.5
2016-09-23,996,,,,,,0.0,876.5
2016-09-24,997,,,,,,0.0,876.5
2016-09-25,998,,,,,,0.0,876.5
2016-09-26,999,,,,,,0.0,876.5
2016-09-27,1000,,,,,,0.0,876.5
2016-09-28,1001,,,,,,0.0,876.5
2016-09-29,1002,,,,,,0.0,876.5
2016-09-30,1003,,,,,,0.0,876.5
2016-10-01,1004,,,,,,0.0,876.5
2016-10-02,1005,,,,,,0.0,876.5
2016-10-03,1006,,,,,,0.0,876.5
2016-10-04,1007,,,,,,0.0,876.5
2016-10-05,1008,,,,,,0.0,876.5
2016-10-06,1009,,,,,,0.0,876.5
2016-10-07,1010,,,,,,0.0,876.5
2016-10-08,1011,,,,,,0.0,876.5
2016-10-09,1012,,,,,,0.0,876.5
2016-10-10,1013,,,,,,0.0,876.5
2016-10-11,1014,,,,,,0.0,876.5
2016-10-12,1015,,,,,,0.0,876.5
2016-10-13,1016,,,,,,0.0,876.5
2016-10-14,1017,,,,,,0.0,876.5
2016-10-15,1018,,,,,,0.0,876.5
2016-10-16,1019,,,,,,0.0,876.5
2016-10-17,1020,,,,,,0.0,876.5
2016-10-18,1021,,,,,,0.0,876.5
2016-10-19,1022,,,,,,0.0,876.5
2016-10-20,1023,,,,,,0.0,876.5
2016-10-21,1024,,,,,,0.0,876.5
2016-10-22,1025,,,,,,0.0,876.5
2016-10-23,1026,,,,,,0.0,876.5
2016-10-24,1027,,,,,,0.0,876.5
2016-10-25,1028,,,,,,0.0,876.5
2016-10-26,1029,,,,,,0.0,876.5
2016-10-27,1030,,,,,,0.0,876.5
2016-10-28,1031,,,,,,0.0,876.5
2016-10-29,1032,,,,,,0.0,876.5
2016-10-30,1033,,,,,,0.0,876.5
2016-10-31,1034,,,,,,0.0,876.5
2016-11-01,1035,,,,,,0.0,876.5
2016-11-02,1036,,,,,,0.0,876.5
2016-11-03,1037,,,,,,0.0,876.5
2016-11-04,1038,,,,,,0.0,876.5
2016-11-05,1039,,,,,,0.0,876.5
2016-11-06,1040,,,,,,0.0,876.5
2016-11-07,1041,,,,,,0.0,876.5
2016-11-08,1042,,,,,,0.0,876.5
2016-11-09,1043,,,,,,0.0,876.5
2016-11-10,1044,,,,,,0.0,876.5
2016-11-11,1045,,,,,,0.0,876.5
2016-11-12,1046,,,,,,0.0,876.5
2016-11-13,1047,,,,,,0.0,876.5
2016-11-14,1048,,,,,,0.0,876.5
2016-11-15,1049,,,,,,0.0,876.5
2016-11-16,1050,,,,,,0.0,876.5
2016-11-17,1051,,,,,,0.0,876.5
2016-11-18,1052,,,,,,0.0,876.5
2016-11-19,1053,,,,,,0.0,876.5
2016-11-20,1054,,,,,,0.0,876.5
2016-11-21,1055,,,,,,0.0,876.5
2016-11-22,1056,,,,,,0.0,876.5
2016-11-23,1057,,,,,,0.0,876.5
2016-11-24,1058,,,,,,0.0,876.5
2016-11-25,1059,,,,,,0.0,876.5
2016-11-26,1060,,,,,,0.0,876.5
2016-11-27,1061,,,,,,0.0,876.5
2016-11-28,1062,,,,,,0.0,876.5
2016-11-29,1063,,,,,,0.0,876.5
2016-11-30,1064,,,,,,0.0,876.5
2016-12-01,1065,,,,,,0.0,876.5
2016-12-02,1066,,,,,,0.0,876.5
2016-12-03,1067,,,,,,0.0,876.5
2016-12-04,1068,,,,,,0.0,876.5
2016-12-05,1069,,,,,,0.0,876.5
2016-12-06,1070,,,,,,0.0,876.5
2016-12-07,1071,,,,,,0.0,876.5
2016-12-08,1072,,,,,,0.0,876.5
2016-12-09,1073,,,,,,0.0,876.5
2016-12-10,1074,,,,,,0.0,876.5
2016-12-11,1075,,,,,,0.0,876.5
2016-12-12,1076,,,,,,0.0,876.5
2016-12-13,1077,,,,,,0.0,876.5
2016-12-14,1078,,,,,,0.0,876.5
2016-12-15,1079,,,,,,0.0,876.5
2016-12-16,1080,,,,,,0.0,876.5
2016-12-17,1081,,,,,,0.0,876.5
2016-12-18,1082,,,,,,0.0,876.5
2016-12-19,1083,,,,,,0.0,876.5
2016-12-20,1084,,,,,,0.0,876.5
2016-12-21,1085,,,,,,0.0,876.5
2016-12-22,1086,,,,,,0.0,876.5
2016-12-23,1087,,,,,,0.0,876.5
2016-12-24,1088,,,,,,0.0,876.5
2016-12-25,1089,,,,,,0.0,876.5
2016-12-26,1090,,,,,,0.0,876.5
2016-12-27,1091,,,,,,0.0,876.5
2016-12-28,1092,,,,,,0.0,876.5
2016-12-29,1093,,,,,,0.0,876.5
2016-12-30,1094,,,,,,0.0,876.5
2016-12-31,1095,,,,,,0.0,876.5
