Date	Mileage	Maintenance/ Comment	Cost
22.3.2014	3	Trued rear wheel	
23.3.2014	8		
24.3.2014	18.4		
26.3.2014	18.4		
28.3.2014	6.2		
29.3.2014	6		
30.3.2014	12		
31.3.2014	18.4		
2.4.2014	18.4		
6.4.2014	6.6		
7.4.2014	18.4		
8.4.2014	5.4		
9.4.2014	18.4		
10.4.2014	5.4	Bent f. wheel on taxi	
11.4.2014	12.4		
13.4.2014	4		
14.4.2014	18.4		
15.4.2014	5.4		
16.4.2014	18.4		
17.4.2014	5.4		
21.4.2014	18.4		
23.4.2014	18.4		
28.4.2014	8.8		
30.4.2014	18.4		
12.5.2014	18.4		
